right_hip_angles;right_knee_angles;right_ankle_angles;right_elbow_angles;right_midhip_angles;left_hip_angles;left_knee_angles;left_ankle_angles;left_elbow_angles;left_midhip_angles;neck_anlges;cadence;pixel_distance;begin_index;end_index
200.14705375493335;194.9527861412787;258.5414341974159;164.66959047028413;154.4363906075304;157.8016763298169;180.01872842848977;-86.61164894898275;162.2494710147836;174.43445117997265;119.27378837883202;98.36065573770492;521.0067677353145;166;227
198.83813548400593;192.52163359662651;259.223952216072;165.52537751741335;161.3414306680559;159.50363975160263;178.85246265038828;-86.57407763908998;165.72320688992406;106.9976306465147;119.23396797954086;98.36065573770492;521.0067677353145;166;227
196.9105637761967;192.9308946611022;258.1091026835197;161.696448456484;158.99319943490107;157.3246232320485;178.89864012257667;-85.55101312141937;0.0;108.47439091071496;118.15920829640812;98.36065573770492;521.0067677353145;166;227
196.61986114609564;192.73354851800298;259.8731592547133;161.76832162013574;145.83872984166754;156.79262578521514;178.4301068437786;-86.00440532877204;0.0;18.83056120384826;117.15564378767921;98.36065573770492;521.0067677353145;166;227
196.418000088259;192.50432492262968;-72.8292249910595;164.123787915201;114.06787680891017;154.4778584614047;176.36389678094343;-87.02448182599659;0.0;69.94725966462029;118.08552828321044;98.36065573770492;521.0067677353145;166;227
197.1968077964457;192.47957143135605;-69.95890671211876;164.14935071275048;70.4276816658271;155.09736721572622;175.80090573705698;-87.70758745792378;0.0;70.477929542348;117.43123946750838;98.36065573770492;521.0067677353145;166;227
196.59019261019165;194.98411060853505;-72.62852624519601;165.4980739218301;157.7823030253766;153.45645281146614;174.36720133411802;-88.3516135214214;109.29465813227087;67.98033509402597;121.56563603840168;98.36065573770492;521.0067677353145;166;227
195.93131391216622;194.39017021263368;-72.33730602890586;167.36716679369346;160.02143181599115;156.33273056601433;172.84893727510044;-88.00407180482267;0.0;0.17911121107273745;122.43270479800104;98.36065573770492;521.0067677353145;166;227
192.1683587761085;191.36084517322945;-73.07156819248752;169.16245766041703;101.09337225261642;149.75296555382536;170.42354027349367;-83.85232338360777;141.73902373589254;66.51513561700551;121.75635135557286;98.36065573770492;521.0067677353145;166;227
192.38900598463823;191.63092616324417;-73.1321968146176;165.05619400092417;100.52929129882251;148.46087751836544;170.51904194388084;-85.53714540032317;139.6377381691746;65.74946844565443;121.4655074896102;98.36065573770492;521.0067677353145;166;227
192.6536586727148;195.13699092460047;-75.19447997989187;162.3622947905997;92.84207458950145;153.35615613485982;159.05312484442365;-81.22109095239551;0.0;59.849313167347326;124.7109824986657;98.36065573770492;521.0067677353145;166;227
191.60216725934103;194.60143109688738;-75.26427709500325;161.8830315259866;119.38234592229793;154.12989316076096;157.21968974856358;-81.18251015516779;0.0;60.59032069402865;124.76046234784985;98.36065573770492;521.0067677353145;166;227
191.15924625060933;193.87349865577238;-76.02315064611187;163.55488798261982;95.04669932994503;158.70480748355783;149.22954181398453;-70.08544051313834;0.0;64.41599462842542;124.72571377821255;98.36065573770492;521.0067677353145;166;227
190.8837317817298;194.07915688610208;-76.03955285054076;164.18127792466632;102.68984913645416;157.5115143935064;149.8976337991333;-70.0658013752722;0.0;48.98612218200629;122.97494803198522;98.36065573770492;521.0067677353145;166;227
185.05110834108106;189.50727376441682;-78.45902608067593;164.24965572195435;114.80707947622078;164.4802080508174;136.80785133267597;-66.60822676560377;0.0;82.25340764921167;123.17528699378697;98.36065573770492;521.0067677353145;166;227
186.14438299821884;190.13720668115297;-80.15011546504667;163.42591859614285;94.95355609118135;163.22080837324793;136.8239401267962;-66.67061011789292;0.0;72.59734845781908;123.14968908547752;98.36065573770492;521.0067677353145;166;227
186.85379224101686;192.45603541055954;-81.64562528507267;157.27288027862505;92.66327284729131;164.06781014597192;136.37866148979722;-72.10732000929548;0.0;82.07188965742517;125.57172734119284;98.36065573770492;521.0067677353145;166;227
186.7982792753752;192.30352212078108;-83.20890322598342;159.0177853078765;90.93912357514567;164.79875995546286;134.94761967765675;-73.36181502465652;0.0;82.9795995409185;125.80591112632762;98.36065573770492;521.0067677353145;166;227
182.828088105482;191.46832525558418;-80.85540260185311;160.9954345325912;93.38563465379588;166.7159020435163;135.69283928741515;-77.83105920670775;0.0;71.60079979239202;121.28688966799258;98.36065573770492;521.0067677353145;166;227
182.9569618466333;191.57653414172458;-80.86985492916753;160.7152764849561;91.96612520175671;166.7633440248421;135.09963726898079;-79.06862736102968;0.0;69.26887689443804;120.80955393487393;98.36065573770492;521.0067677353145;166;227
182.05018580259446;170.40353951445687;-83.13738999494734;165.83917834185755;95.70556752696474;170.2055526462795;141.31273560578086;-73.17889874272564;0.0;80.94820373575058;122.87462479831672;98.36065573770492;521.0067677353145;166;227
182.04051074768907;170.39302347254397;-83.19751881094956;165.84814302940399;95.72759670856898;168.73469049118387;142.76374450043693;-72.67494976668917;0.0;80.97139677855928;123.69256842322889;98.36065573770492;521.0067677353145;166;227
180.89460262879018;172.32866167107682;-84.00636601343464;160.82514350097833;95.56233953907207;182.24935940135393;129.9013677553996;-75.59978776596182;0.0;94.43195528031283;122.54065523643045;98.36065573770492;521.0067677353145;166;227
181.75006907253564;170.65188000815564;-83.16042795090436;162.63075274395473;100.65091572752617;181.6744687331638;128.36097207819213;90.0;0.0;95.1354218374128;122.4924980746772;98.36065573770492;521.0067677353145;166;227
181.4538712364156;169.11071853441138;-89.77258165979393;158.89631313197046;104.76593197402026;188.02307979171857;142.8096764611234;-35.71427027512888;0.0;105.29079361402252;125.98305436900728;98.36065573770492;521.0067677353145;166;227
182.35436128206635;167.94787631746374;-88.61365788871692;159.25892539537483;104.01436650863405;187.21606152646604;138.16326230394364;-69.01932965126059;0.0;98.950843381374;124.60300779141069;98.36065573770492;521.0067677353145;166;227
182.4010153591626;169.2530983251778;-80.45991725397195;155.10174937659025;99.02572641450281;196.8285519336728;220.7922807009881;-68.1718588130278;0.0;105.98043038909938;131.0667139341292;98.36065573770492;521.0067677353145;166;227
181.85292149145653;169.39737522824603;-81.98009657423597;152.8570740279218;98.90257081121386;197.95188305089565;222.84447196101627;-63.9160041333316;0.0;113.66459626641887;129.67122473656298;98.36065573770492;521.0067677353145;166;227
174.69076000638063;173.7261136672121;-84.2532405442702;164.89377823703907;110.73612040040706;201.85739035071435;208.7637752654692;-58.31959671390155;0.0;106.67372799644617;126.7507151297233;98.36065573770492;521.0067677353145;166;227
176.0626965332303;172.87643466522542;-86.98024489865224;162.43858405375508;117.17302934576594;199.94502116935953;208.59389487216933;-71.06733472796748;0.0;108.08126204435598;127.63516155030025;98.36065573770492;521.0067677353145;166;227
211.50524203363764;202.98596716674712;-67.0932032700982;157.7351011187719;121.12635596588856;177.20862774584734;174.71799471020637;-78.99424973724683;0.0;86.02704147436404;130.03685786907874;98.36065573770492;521.0067677353145;166;227
209.68470916609635;202.33848050927773;-68.98475120934978;158.6301669172005;120.38651259056688;175.97823681609776;176.03624409146607;-78.38021656272588;0.0;86.71653743686316;128.91115324541383;98.36065573770492;521.0067677353145;166;227
172.94147481936534;174.8275369933069;-84.83768460115007;155.003884612434;107.88484662493138;196.40819864101647;186.77025298391152;241.10842711158136;0.0;104.15396346329455;128.8805631431374;98.36065573770492;521.0067677353145;166;227
172.28941353750383;176.03510450446362;-85.86783751767615;155.78443355085594;109.49499333594758;196.79490049371483;187.5313324719969;245.24543022900943;0.0;105.21391643686839;129.3798176577205;98.36065573770492;521.0067677353145;166;227
197.87124812594874;182.83446524829597;252.24041346723595;159.2491141252326;126.62448019286865;170.01702269742222;173.53056667511748;-83.14520825597074;0.0;94.96776078226277;132.88753992426004;98.36065573770492;521.0067677353145;166;227
206.19220513985107;188.01278107587314;254.3959463629329;159.6077431634841;117.28962373202252;166.96554790975296;174.98710855309844;-83.88484670731856;0.0;90.99653343194774;131.36128324037628;98.36065573770492;521.0067677353145;166;227
166.10648286470598;170.07320482406192;-89.32124555640019;160.15895343538665;104.57897425280028;191.39109743990826;184.40995733664133;250.84077845216254;0.0;103.46294154122742;125.4453430272281;98.36065573770492;521.0067677353145;166;227
166.9667830174724;170.96953047897676;-88.59880194603315;160.1869163175299;104.70618849757429;194.65462167488528;185.17496062446048;250.40386776745032;0.0;111.01330812582567;125.4879320782352;98.36065573770492;521.0067677353145;166;227
204.08033295393096;193.88388944004694;248.78788419309222;161.51789812819715;117.13330138437924;165.14141660708944;167.1196068580662;-79.99076007717883;0.0;92.38186884088965;127.24309027508141;98.36065573770492;521.0067677353145;166;227
204.96918944270004;194.61202053414573;249.42807272912484;158.05557410566354;160.8497741730385;166.2145871496534;165.43032426338874;-79.78883202816587;0.0;105.34480171389366;127.0213888349817;98.36065573770492;521.0067677353145;166;227
164.90993233751453;159.90871389948973;-86.54379586646374;160.93232805495623;112.0473615318975;183.8053700514372;186.0238903169191;-65.78359231419233;0.0;103.21139164679398;122.40593322547662;98.36065573770492;521.0067677353145;166;227
165.77761780010934;159.5405949172474;-85.47985070459697;158.65385281938947;110.43822013201975;179.95470218247465;183.31033296510427;-65.21951872078498;0.0;100.74130168958642;122.00979364799106;98.36065573770492;521.0067677353145;166;227
167.31428539290556;153.44679451840938;-78.16628524965395;160.34738364771295;109.42963812692999;182.03835272512012;188.42812799250132;-68.86321290407713;0.0;101.62088265450313;120.6531061240452;98.36065573770492;521.0067677353145;166;227
165.98605407507574;154.05732717335053;-82.3343571277426;162.33791032560453;104.11262496385375;182.16221327630157;188.6850571816713;-68.36686437744211;0.0;101.86558685011003;122.52751683410376;98.36065573770492;521.0067677353145;166;227
190.33065929360967;193.47246996096067;-75.20640495048247;164.60033742148505;123.49551264449947;172.00246882337836;142.9372442835581;-64.06676156488825;0.0;90.31491797993175;125.87913410631818;98.36065573770492;521.0067677353145;166;227
193.30220925806896;195.3695293893282;-74.81935733571245;162.22675851367043;164.7810149821359;166.43426223117532;146.97718551003072;-65.82122883187304;0.0;87.91873567732013;124.49674626092866;98.36065573770492;521.0067677353145;166;227
183.8975209595398;186.2785358714674;-76.584088369976;166.84014679431374;127.3770164748547;161.73440072700723;140.16176631189325;-54.919633052743706;0.0;64.32991293765767;124.74435610459612;98.36065573770492;521.0067677353145;166;227
185.52088118160393;187.33456760647647;-76.90333619789084;166.2491430263833;125.90180259445043;165.6063196943657;138.50372164070197;-54.56556630622612;0.0;54.601205449914175;126.02955973478147;98.36065573770492;521.0067677353145;166;227
179.94253443654358;123.18612827686854;-51.242377251797734;169.55148177360084;131.09175307555958;172.0181857720444;178.31086264308632;-68.76402616756434;0.0;71.51220719261092;121.69362399898132;98.36065573770492;521.0067677353145;166;227
182.1276492599088;119.7673467229487;-47.369068167367175;167.7651833714642;111.25286319385586;171.10319836907058;179.0911094572869;-69.6876664359246;0.0;58.338852545731314;123.76911310079241;98.36065573770492;521.0067677353145;166;227
188.08396356144775;122.41715039560427;-59.27257701910122;164.33158907428458;92.39510929217394;171.6182838068172;178.8957666394398;-71.17474305993485;0.0;61.4049124506714;124.52499955884835;98.36065573770492;521.0067677353145;166;227
188.2640230751015;122.22668465286436;-60.97425294506206;165.13032758609654;102.49724291425751;171.61612427467557;178.88548973293283;-71.19340068250392;0.0;61.519086741229174;124.56862760896304;98.36065573770492;521.0067677353145;166;227
192.46412589607633;149.8430413501222;-88.37612060274685;165.33148910702755;95.94491105626649;175.34426212190235;148.76240537172143;-47.72589002040729;0.0;70.77278677505284;127.4079097584548;98.36065573770492;521.0067677353145;166;227
193.00933524321303;150.3834417437305;-89.33665429292881;168.37259065227795;122.03638251749409;180.2824418507568;145.95113477972976;-48.46341014025725;0.0;91.60052826983625;129.31774606441473;98.36065573770492;521.0067677353145;166;227
196.78799460581416;132.66909645675338;-88.97770283608389;162.6695231884538;127.00509866840366;189.30106005214202;161.8456977183066;-73.81218221217972;0.0;65.83902220131321;129.60780069772684;98.36065573770492;521.0067677353145;166;227
194.6287407194762;134.05049923417647;-84.93841686048364;165.9725015601518;121.36701737305094;190.1750423271875;161.893876208236;-77.33108976101346;0.0;67.25851297236576;129.16533935130633;98.36065573770492;521.0067677353145;166;227
193.63800790268323;140.2307790348496;-60.80218826149962;167.53458299423045;129.36701643262043;182.25481743113994;169.71867767683707;-74.17817379052806;0.0;81.72126217591655;126.26509007745987;98.36065573770492;521.0067677353145;166;227
195.58166204590373;138.09866809577824;-60.6593439854058;162.9925507906142;131.0346940554476;182.77592218348218;170.34910295880616;-73.04351801301587;0.0;74.25280747728449;128.49990442779114;98.36065573770492;521.0067677353145;166;227
195.74197228057085;211.0470626205138;-63.13460203954449;165.40373247378315;132.80531195686584;175.82324201859046;174.74009482324539;-78.70556209737913;0.0;79.31292853134255;122.66765711411183;98.36065573770492;521.0067677353145;166;227
195.5451454732395;209.50831378439995;-63.37560955174857;164.17146291829468;141.39100035228375;177.0594449417072;173.5424804985206;-77.85912522522287;0.0;80.41196672377028;122.74092217979009;98.36065573770492;521.0067677353145;166;227
194.34110429843045;194.906058297824;-78.42580454113323;163.73628377517392;131.17938956398265;173.04105708593875;174.4100243804121;-80.46810729485685;0.0;74.73938003183811;124.02517695046012;98.36065573770492;521.0067677353145;166;227
197.52385736287414;199.45131724340806;-71.59112732937695;163.27330525108246;138.2182106659896;175.50705884300385;171.98345184971802;-81.07874460481173;0.0;84.53712227393045;129.80584585670343;98.36065573770492;521.0067677353145;166;227
